landslide_id,longitude,latitude,utm_x,utm_y,label
LS_00098,80.84632746621173,7.460684674601051,483043.88230041147,824679.4197780264,1
LS_00100,80.84213471412659,7.453945159912109,482580.9894746624,823934.5354498696,1
LS_00102,80.83835124969482,7.445268630981445,482163.1663684444,822975.5036968696,1
LS_00104,80.83584594726562,7.43964958190918,481886.4921296975,822354.4246570601,1
LS_00112,80.85133965810141,7.42982292175293,483595.77815201104,821267.4929606244,1
LS_00113,80.89238529205322,7.420053482055664,488124.78450807865,820186.1835389466,1
LS_00117,80.82170508458064,7.426992416381836,480325.5567390595,820955.7896002757,1
LS_00126,80.82098020826066,7.44398307800293,480246.3274869669,822834.1252291269,1
LS_00134,80.85150194168091,7.498687744140625,483616.24892051297,828880.4338920217,1
LS_00135,80.77836537361145,7.498706817626953,475547.0792989845,828885.9438594843,1
LS_00138,80.76943039894104,7.508712768554687,474561.86089520104,829992.6078930923,1
LS_00146,80.76694808006286,7.489015579223633,474286.8357874902,827815.2315240186,1
LS_00152,80.80588376522064,7.433174133300781,478580.0028702243,821639.9070443203,1
LS_00153,80.78423595428467,7.452409744262695,476192.2751559975,823767.4983507476,1
LS_00159,80.72392904758453,7.440322875976562,469537.0425942199,822435.000282424,1
LS_00160,80.71707057952881,7.430984497070312,468779.5815760941,821403.1210483143,1
LS_00163,80.68126410885012,7.491811994877983,464833.26463998284,828130.3101478723,1
LS_00165,80.70904731750488,7.444787979125977,467895.23434853245,822929.6699188928,1
LS_00168,80.86381936073303,7.405738830566406,484972.0614739959,818604.5816857561,1
LS_00169,80.86922264099121,7.409107208251953,485568.4401247625,818976.7726714084,1
LS_00170,80.86553730684167,7.41473388671875,485161.9432557537,819598.9166984301,1
LS_00173,80.81614685058594,7.412872314453125,479711.5692371446,819395.0754211891,1
LS_00176,80.90801544189453,7.3940887451171875,489848.969221454,817315.4293670253,1
LS_00180,80.9009937286377,7.401723861694336,489074.2694125533,818159.6471027602,1
LS_00184,80.28737020492554,7.248645782470703,421329.7305269875,801297.673935613,1
LS_00185,80.93074617385864,7.174673080444336,492353.7216359082,793059.0183680657,1
LS_00189,80.67240357398987,7.19975471496582,463832.05151355354,795844.110068597,1
LS_00190,80.70130920410156,7.199590682983398,467023.3657605379,795823.7905163312,1
LS_00192,80.69132137298584,7.164762496948242,465918.06643658713,791974.3031988754,1
LS_00197,80.54301261901855,7.177806854248047,449544.1000481333,793430.0138570493,1
LS_00200,80.52674751281738,7.153957366943359,447745.51659141085,790795.2508699836,1
LS_00202,80.50492858886719,7.147193908691406,445335.504381022,790050.0773654471,1
LS_00204,80.479847240448,7.145071029663086,442565.7497331005,789818.442404688,1
LS_00210,80.39598970155458,7.117237091064453,433302.02573828294,786752.6120499374,1
LS_00211,80.41932845115662,7.124977111816406,435880.37537395634,787604.990425753,1
LS_00213,80.42759919166565,7.121246337890625,436793.1761089893,787191.4041179533,1
LS_00215,80.41905001231602,7.105777740478516,435846.96231971716,785482.4882196605,1
LS_00217,80.423348903656,7.098064422607422,436320.63409976463,784629.1685534307,1
LS_00218,80.4245921997797,7.078104019165039,436455.2006777294,782422.3276810151,1
LS_00219,80.4324813570295,7.082193374633789,437327.01477605785,782873.3441168108,1
LS_00220,80.44757095972696,7.089103698730469,438994.3698739016,783635.2858174049,1
LS_00221,80.43952751159668,7.098320007324219,438107.3223301614,784655.2331290116,1
LS_00223,80.52363699952329,7.124127717746056,447398.6520866072,787497.9102199879,1
LS_00226,80.464106798172,7.065547943115234,440817.50092472474,781029.0184626176,1
LS_00227,80.61561479287988,7.072349548339844,457550.52090410586,781764.4016752053,1
LS_00230,80.60960003425336,7.06901741027832,456885.9636966747,781396.5888818881,1
LS_00232,80.59076900482178,7.075588226318359,454806.9536087231,782124.776082274,1
LS_00233,80.62550163269043,7.065557479858398,458641.7828556418,781012.6538929327,1
LS_00235,80.71444830336678,7.138773549369386,468469.8040308065,789099.6101159124,1
LS_00239,80.6990234375,7.156047821044922,466767.84641418915,791010.3421024065,1
LS_00240,80.70384898400816,7.151398160708194,467300.3301512754,790495.9823181651,1
LS_00244,80.70741415023804,7.125612258911133,467692.17424324097,787645.1353380765,1
LS_00245,80.73769844902887,7.135631561279297,471036.87142895034,788750.7433109607,1
LS_00247,80.75073733329774,7.138839721679688,472476.81545308395,789104.601269114,1
LS_00250,81.06787495386033,7.009748458862305,507496.70440197043,774827.0662222577,1
LS_00251,80.9935827255249,6.965194702148437,499291.1530518442,769901.2684292216,1
LS_00253,80.99533544267928,7.03422737121582,499484.83248350496,777532.5882918957,1
LS_00256,80.9781092779977,7.00929069519043,497582.19506287796,774775.9764733022,1
LS_00257,81.05954005501488,7.050420761108398,506575.5529781285,779323.1314056889,1
LS_00258,81.06703262329101,7.060201644897461,507402.870810792,780404.4896470126,1
LS_00259,81.05754566192627,7.075288772583008,506354.95433390373,782072.1849333964,1
LS_00264,80.99686209360758,6.789178848266602,499653.26179662696,750443.4227395668,1
LS_00269,80.6893478694715,7.034336090087891,465690.5031071749,777555.9948769774,1
LS_00273,80.70461511611938,7.02998161315918,467376.38182243425,777073.5235422387,1
LS_00275,80.72123399902793,7.043214797973633,469212.73154365935,778535.2998642967,1
LS_00277,80.77864360809326,7.02978515625,475552.45328534953,777047.2932990916,1
LS_00282,80.8400965643104,6.995906057844112,482338.3249832967,773299.2964847318,1
LS_00285,80.85539240292965,6.9795288052968125,484027.2307294626,771488.2964965433,1
