landslide_id,longitude,latitude,area_m2,perimeter_m,min_lon,min_lat,max_lon,max_lat,utm_x,utm_y
LS_00330,81.14111920886252,7.082880752256436,9037.988386200132,420.73517518803664,81.13532221227,7.077089680370815,81.14691660073633,7.088671954968821,515584.01061111543,782913.4281348577
LS_00331,81.1775647163391,7.062419891357422,16384.32288598097,782.1553581258509,81.17176741893566,7.056628276800972,81.18336217278505,7.068211436376786,519609.6182754439,780652.9134579654
LS_00332,81.1741590499878,7.067926406860352,4245.775142756967,441.4157259420927,81.16836157284706,7.062134904770089,81.17995638467801,7.073717982476397,519233.2798179359,781261.502150789
LS_00334,81.17853060635653,7.050458908081055,5669.178979556375,333.301147587042,81.17273331313417,7.044667079980351,81.18432778526302,7.056250261387971,519716.7942241194,779330.6995432134
LS_00335,81.17767129989869,7.041851043701172,12157.49507169184,897.4625794707443,81.1718742665827,7.036059430668436,81.1834684986885,7.047642590209428,519622.25469840114,778379.0874393118
LS_00336,81.19094467163086,7.041513442993164,3276.321679263913,255.8801881574991,81.18514750238448,7.035721575933229,81.19674204634491,7.047305055575397,521088.2038913649,778342.344689513
LS_00337,81.19641314482175,7.044598051329725,3147.0479332412942,287.4887061027612,81.19061581212225,7.0388062115234575,81.202210566658,7.050389823474342,521692.008874141,778683.5902971776
LS_00340,81.2208200754053,7.050400665006248,11259.43500993372,964.7923295858424,81.21501971914665,7.0446098749192645,81.22661520976013,7.056194075256162,524387.236815861,779326.2587474759
LS_00341,81.21955915371635,7.02498002584746,22454.772221156512,883.744373394347,81.21376158992041,7.0191886784745385,81.22535639979392,7.0307728415940725,524249.3001275074,776516.0048953635
LS_00346,81.21966489156088,7.032831192016601,5759.229905270022,564.7234813737292,81.21386742061435,7.027039182413098,81.2254624336581,7.038623350233157,524260.57125152234,777383.9368611025
LS_00347,81.20056533813477,7.024534225463867,1723.14805102034,213.80573998822504,81.19476827143433,7.018742403224119,81.20636261424117,7.030326110976055,522151.53276574897,776465.7822233578
LS_00348,81.22142219543457,7.042675018310547,1787.5796749818005,254.87038664386412,81.21562461372531,7.03688287763876,81.22721992086323,7.048467090334003,524454.1398089973,778472.2388762863
LS_00350,81.16990694632898,7.012855529785156,6041.671333319153,592.3419214965126,81.16411041711673,7.007063937336708,81.17570372573796,7.018646906358858,518765.90956617944,775173.3975618561
LS_00353,81.17538070678711,7.017122268676758,14894.392668982982,1448.3691430993276,81.16958399758987,7.011330654174797,81.18117754618599,7.022913755415887,519370.3018230239,775645.2956239163
LS_00354,81.14838886260986,7.009729385375977,6287.693530585089,513.5545061158439,81.14259259378566,7.00393812571204,81.15418530427753,7.015520575882208,516389.3805010023,774827.0058493267
LS_00355,81.1340939203898,7.020551681518555,22687.72865055193,1440.1208690744595,81.12829766066602,7.014760537575289,81.13989029822004,7.026342642119068,514810.1755188351,776022.9021459656
LS_00357,81.131019115448,6.980562210083008,56084.026834937154,1764.9240360133394,81.12522329895424,6.974771160249244,81.13681485664526,6.986353191587855,514471.80621191004,771602.0973161047
LS_00359,81.14018806037438,6.9696002163232285,11338.599427445162,601.2576328351295,81.13439236191242,6.963809056625583,81.14598386564471,6.975391308729352,515484.93028182234,770390.5759577717
LS_00363,81.13713312149048,6.975109100341797,7283.642935908227,514.74675217481,81.131337440243,6.969317976235558,81.14292900855423,6.980900154881101,515147.3094533067,770999.4658818224
LS_00365,81.12383460998535,6.937723159790039,4352.997290579493,436.86553462315646,81.1180395232868,6.931932194776067,81.12962983821221,6.943514055258339,513679.47563179233,766866.1717267474
LS_00366,81.05505164464316,6.925617218017578,11797.025120886176,810.497322157086,81.04925756439366,6.919827103510107,81.06084592288272,6.931407310367068,506081.46937908744,765526.4723615205
LS_00368,81.09670738008117,6.921538776331795,12937.201823221363,983.8285355405046,81.0909128284158,6.915748135837812,81.10250209056252,6.927329347142624,510683.20863206306,765076.3504415926
LS_00371,81.1243839263916,6.909837722778319,2822.3425287700434,248.0154944068136,81.11858914053632,6.90404682788058,81.13017877602303,6.915628702932801,513740.9630695317,763783.5520441408
LS_00373,81.13429737091064,6.92680549621582,5905.098972926981,493.2013801158878,81.12849568688704,6.921010591565764,81.14008598045712,6.932592702673448,514835.5951630759,765659.5765682334
