landslide_id,status,scene_id,scene_cloud,patch_cloud,acquisition_date,window_used,tif_path,png_path,error
LS_00085,success,S2B_MSIL2A_20260116T050559_R076_T44NMP_20260116T072633,37.76229,13.23,2026-01-16,2025-12-16/2026-01-31,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00085.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00085.png,
LS_00086,no_clear_scene,,,,,,,,
LS_00087,no_clear_scene,,,,,,,,
LS_00088,success,S2A_MSIL2A_20251224T050621_R076_T44NMP_20251224T073508,49.180222,12.89,2025-12-24,2025-12-16/2026-01-31,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00088.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00088.png,
LS_00089,success,S2A_MSIL2A_20251224T050621_R076_T44NMP_20251224T073508,49.180222,15.14,2025-12-24,2025-12-16/2026-01-31,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00089.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00089.png,
LS_00090,success,S2A_MSIL2A_20251224T050621_R076_T44NMP_20251224T073508,49.180222,12.55,2025-12-24,2025-12-16/2026-01-31,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00090.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00090.png,
LS_00091,no_clear_scene,,,,,,,,
LS_00092,success,S2C_MSIL2A_20251202T050611_R076_T44NMP_20251202T072408,13.010658,0.0,2025-12-02,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00092.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00092.png,
LS_00093,no_clear_scene,,,,,,,,
LS_00094,success,S2A_MSIL2A_20251204T050621_R076_T44NMP_20251204T062312,24.902482,0.0,2025-12-04,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00094.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00094.png,
LS_00095,success,S2A_MSIL2A_20251204T050621_R076_T44NMP_20251204T062312,24.902482,0.0,2025-12-04,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00095.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00095.png,
LS_00096,success,S2A_MSIL2A_20251204T050621_R076_T44NMP_20251204T062312,24.902482,0.0,2025-12-04,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00096.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00096.png,
LS_00097,success,S2A_MSIL2A_20251204T050621_R076_T44NMP_20251204T062312,24.902482,0.0,2025-12-04,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00097.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00097.png,
LS_00098,success,S2A_MSIL2A_20251204T050621_R076_T44NMP_20251204T062312,24.902482,16.5,2025-12-04,2025-11-29/2025-12-15,E:\LandSlide-Prediction\data\post_event\native_tif\LS_00098.tif,E:\LandSlide-Prediction\data\post_event\png_256\LS_00098.png,
LS_00099,no_clear_scene,,,,,,,,
LS_00100,no_clear_scene,,,,,,,,
LS_00101,no_clear_scene,,,,,,,,
